latitude,longitude,floorSize,url,price
40.731952,-73.994143,980,https://www.zillow.com/homedetails/30-E-9th-St-APT-3D-New-York-NY-10003/244720329_zpid/,"$1,495,000"
40.684271,-74.001744,"3,000",https://www.zillow.com/homedetails/153-Union-St-Brooklyn-NY-11231/30569590_zpid/,"$2,900,000"
40.844223,-73.907337,"3,066",https://www.zillow.com/homedetails/1690-Weeks-Ave-Bronx-NY-10457/29781618_zpid/,"$910,000"
40.6772,-73.90865,"2,595",https://www.zillow.com/homedetails/1358-Herkimer-St-Brooklyn-NY-11233/145589335_zpid/,"$1,799,999"
40.743603,-73.875824,"1,776",https://www.zillow.com/homedetails/4278-Hampton-St-Flushing-NY-11373/31966671_zpid/,"Est. $910,509"
40.695254,-73.780243,"2,150",https://www.zillow.com/homedetails/17205-111th-Ave-Jamaica-NY-11433/32141275_zpid/,"Est. $680,058"
40.687257,-73.979395,736,https://www.zillow.com/homedetails/96-Rockwell-Pl-APT-5C-Brooklyn-NY-11217/116082818_zpid/,"$749,900"
40.623495,-73.956772,"3,500",https://www.zillow.com/homedetails/1909-Avenue-K-Brooklyn-NY-11230/30724825_zpid/,"$2,100,000"
40.888434,-73.843559,"1,188",https://www.zillow.com/homedetails/1171-Grenada-Pl-Bronx-NY-10466/29834780_zpid/,"$539,000"
40.689792,-73.962805,"1,126",https://www.zillow.com/homedetails/372-Dekalb-Ave-APT-2E-Brooklyn-NY-11205/113499195_zpid/,"$995,000"
40.889325,-73.909954,"1,400",https://www.zillow.com/homedetails/3755-Henry-Hudson-Pkwy-APT-3G-Bronx-NY-10463/244445818_zpid/,"$469,000"
40.798017,-73.972395,850,https://www.zillow.com/homedetails/314-W-100th-St-APT-85-New-York-NY-10025/97538403_zpid/,"$1,199,999"
40.70746,-73.753926,,https://www.zillow.com/homedetails/109-27-204th-St-Saint-Albans-NY-11412/2079642538_zpid/,"$660,000"
40.747438,-73.731304,"1,137",https://www.zillow.com/homedetails/242-10B-Oak-Park-Dr-Douglaston-NY-11362/2079648161_zpid/,"$735,000"
40.766594,-73.872875,"3,010",https://www.zillow.com/homedetails/9701-24th-Ave-Flushing-NY-11369/31952505_zpid/,"Est. $1,164,662"
40.692042,-73.955956,900,https://www.zillow.com/homedetails/235-Skillman-St-2-Brooklyn-NY-11205/94716850_zpid/,"$699,000"
40.704307,-73.830413,"4,631",https://www.zillow.com/homedetails/12108-84th-Ave-Jamaica-NY-11415/32117016_zpid/,"$1,780,000"
